formula,T(K),k(W/mK),composition,MagpieData minimum Number,MagpieData maximum Number,MagpieData range Number,MagpieData mean Number,MagpieData avg_dev Number,MagpieData mode Number,MagpieData minimum MendeleevNumber,MagpieData maximum MendeleevNumber,MagpieData range MendeleevNumber,MagpieData mean MendeleevNumber,MagpieData avg_dev MendeleevNumber,MagpieData mode MendeleevNumber,MagpieData minimum AtomicWeight,MagpieData maximum AtomicWeight,MagpieData range AtomicWeight,MagpieData mean AtomicWeight,MagpieData avg_dev AtomicWeight,MagpieData mode AtomicWeight,MagpieData minimum MeltingT,MagpieData maximum MeltingT,MagpieData range MeltingT,MagpieData mean MeltingT,MagpieData avg_dev MeltingT,MagpieData mode MeltingT,MagpieData minimum Column,MagpieData maximum Column,MagpieData range Column,MagpieData mean Column,MagpieData avg_dev Column,MagpieData mode Column,MagpieData minimum Row,MagpieData maximum Row,MagpieData range Row,MagpieData mean Row,MagpieData avg_dev Row,MagpieData mode Row,MagpieData minimum CovalentRadius,MagpieData maximum CovalentRadius,MagpieData range CovalentRadius,MagpieData mean CovalentRadius,MagpieData avg_dev CovalentRadius,MagpieData mode CovalentRadius,MagpieData minimum Electronegativity,MagpieData maximum Electronegativity,MagpieData range Electronegativity,MagpieData mean Electronegativity,MagpieData avg_dev Electronegativity,MagpieData mode Electronegativity,MagpieData minimum NsValence,MagpieData maximum NsValence,MagpieData range NsValence,MagpieData mean NsValence,MagpieData avg_dev NsValence,MagpieData mode NsValence,MagpieData minimum NpValence,MagpieData maximum NpValence,MagpieData range NpValence,MagpieData mean NpValence,MagpieData avg_dev NpValence,MagpieData mode NpValence,MagpieData minimum NdValence,MagpieData maximum NdValence,MagpieData range NdValence,MagpieData mean NdValence,MagpieData avg_dev NdValence,MagpieData mode NdValence,MagpieData minimum NfValence,MagpieData maximum NfValence,MagpieData range NfValence,MagpieData mean NfValence,MagpieData avg_dev NfValence,MagpieData mode NfValence,MagpieData minimum NValence,MagpieData maximum NValence,MagpieData range NValence,MagpieData mean NValence,MagpieData avg_dev NValence,MagpieData mode NValence,MagpieData minimum NsUnfilled,MagpieData maximum NsUnfilled,MagpieData range NsUnfilled,MagpieData mean NsUnfilled,MagpieData avg_dev NsUnfilled,MagpieData mode NsUnfilled,MagpieData minimum NpUnfilled,MagpieData maximum NpUnfilled,MagpieData range NpUnfilled,MagpieData mean NpUnfilled,MagpieData avg_dev NpUnfilled,MagpieData mode NpUnfilled,MagpieData minimum NdUnfilled,MagpieData maximum NdUnfilled,MagpieData range NdUnfilled,MagpieData mean NdUnfilled,MagpieData avg_dev NdUnfilled,MagpieData mode NdUnfilled,MagpieData minimum NfUnfilled,MagpieData maximum NfUnfilled,MagpieData range NfUnfilled,MagpieData mean NfUnfilled,MagpieData avg_dev NfUnfilled,MagpieData mode NfUnfilled,MagpieData minimum NUnfilled,MagpieData maximum NUnfilled,MagpieData range NUnfilled,MagpieData mean NUnfilled,MagpieData avg_dev NUnfilled,MagpieData mode NUnfilled,MagpieData minimum GSvolume_pa,MagpieData maximum GSvolume_pa,MagpieData range GSvolume_pa,MagpieData mean GSvolume_pa,MagpieData avg_dev GSvolume_pa,MagpieData mode GSvolume_pa,MagpieData minimum GSbandgap,MagpieData maximum GSbandgap,MagpieData range GSbandgap,MagpieData mean GSbandgap,MagpieData avg_dev GSbandgap,MagpieData mode GSbandgap,MagpieData minimum GSmagmom,MagpieData maximum GSmagmom,MagpieData range GSmagmom,MagpieData mean GSmagmom,MagpieData avg_dev GSmagmom,MagpieData mode GSmagmom,MagpieData minimum SpaceGroupNumber,MagpieData maximum SpaceGroupNumber,MagpieData range SpaceGroupNumber,MagpieData mean SpaceGroupNumber,MagpieData avg_dev SpaceGroupNumber,MagpieData mode SpaceGroupNumber
Cu10.5Ni1.5Sb4S13,600,0.758,Cu10.5 Ni1.5 Sb4 S13,16,51,35,26.15517241,9.104637337,16,61,88,27,77.5,11.48275862,88,32.065,121.76,89.695,57.21234828,22.54589845,32.065,388.36,1728,1339.64,879.7374138,440.5452675,388.36,10,16,6,13.74137931,2.372175981,16,3,5,2,3.689655172,0.618311534,3,105,139,34,120.4482759,13.85017836,105,1.9,2.58,0.68,2.226034483,0.317348395,2.58,1,2,1,1.637931034,0.461950059,2,0,4,4,2.206896552,1.826397146,4,0,10,10,5.413793103,4.853745541,0,0,0,0,0,0,0,6,15,9,9.25862069,2.921521998,6,0,1,1,0.362068966,0.461950059,0,0,3,3,1.310344828,1.084423306,2,0,2,2,0.103448276,0.196195006,0,0,0,0,0,0,0,1,3,2,1.775862069,0.561831153,2,10.32,31.56,21.24,20.45463362,7.844179548,25.786875,0,2.202,2.202,0.987103448,1.089217598,2.202,0,0.5953947,0.5953947,0.030796278,0.058406733,0,70,225,155,147.3793103,69.3745541,70
Ca14MgSb11,800,0.693,Ca14 Mg1 Sb11,12,51,39,32.80769231,15.39349112,20,7,85,78,42.34615385,38.06508876,7,24.305,121.76,97.455,74.02911538,40.3876716,40.078,903.78,1115,211.22,1018.253077,104.1889941,1115,2,15,13,7.5,6.346153846,2,3,5,2,4.384615385,0.520710059,4,139,176,37,159,18.30769231,176,1,2.05,1.05,1.456153846,0.502485207,1,2,2,0,2,0,2,0,3,3,1.269230769,1.464497041,0,0,10,10,4.230769231,4.881656805,0,0,0,0,0,0,0,2,15,13,7.5,6.346153846,2,0,0,0,0,0,0,0,3,3,1.269230769,1.464497041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1.269230769,1.464497041,0,22.89,37.77,14.88,34.57038462,3.445739645,37.77,0,0,0,0,0,0,0,0,0,0,0,0,166,225,59,198.8461538,28.16568047,225
Ag0.96Nb0.04BiSe2.0,400,0.715,Ag0.96 Nb0.04 Bi1 Se2,34,83,49,49.44,16.78,34,47,89,42,82.07,8.895,89,78.96,208.9804,130.0204,118.5425318,45.2189341,78.96,494,2750,2256,706.9832,294.2748,494,5,16,11,14.44,1.84,16,4,6,2,4.75,0.75,4,120,164,44,133.44,13.44,120,1.6,2.55,0.95,2.2592,0.2908,2.55,1,2,1,1.75,0.375,2,0,4,4,2.75,1.375,4,4,10,6,9.94,0.1188,10,0,14,14,3.5,5.25,0,5,29,24,17.94,5.53,16,0,1,1,0.25,0.375,0,0,3,3,1.75,0.875,2,0,6,6,0.06,0.1188,0,0,0,0,0,0,0,1,7,6,2.06,0.5688,2,16.33,32.95,16.62,25.2985,4.44725,25.92,0,0.799,0.799,0.3995,0.3995,0.799,0,0,0,0,0,0,12,229,217,66.29,79.435,14
AgBiSe2.0,400,0.674,Ag1 Bi1 Se2,34,83,49,49.5,16.75,34,65,89,24,82.25,8.625,89,78.96,208.9804,130.0204,118.69215,45.144125,78.96,494,1234.93,740.93,691.8325,271.54875,494,11,16,5,14.5,1.75,16,4,6,2,4.75,0.75,4,120,148,28,133.25,13.25,120,1.93,2.55,0.62,2.2625,0.2875,2.55,1,2,1,1.75,0.375,2,0,4,4,2.75,1.375,4,10,10,0,10,0,10,0,14,14,3.5,5.25,0,11,29,18,18,5.5,16,0,1,1,0.25,0.375,0,0,3,3,1.75,0.875,2,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,2,0.5,2,16.33,32.95,16.62,25.28,4.475,25.92,0,0.799,0.799,0.3995,0.3995,0.799,0,0,0,0,0,0,12,225,213,66.25,79.375,14
FeNb0.86Hf0.14Sb,500,5.763,Fe1 Nb0.86 Hf0.14 Sb1,26,72,46,40.78,9.853333333,26,45,85,40,62.24,15.17333333,55,55.845,178.49,122.645,94.16436227,26.26748468,55.845,903.78,2750,1846.22,1810.206667,604.2844444,903.78,4,15,11,9.286666667,3.808888889,8,4,6,2,4.713333333,0.475555556,4,132,175,43,145.5133333,13.35111111,132,1.3,2.05,0.75,1.812666667,0.169777778,1.83,1,2,1,1.713333333,0.408977778,2,0,3,3,1,1.333333333,0,2,10,8,6.573333333,2.284444444,6,0,14,14,0.653333333,1.245688889,0,5,18,13,9.94,4.1256,8,0,1,1,0.286666667,0.408977778,0,0,3,3,1,1.333333333,0,0,8,8,3.426666667,2.284444444,0,0,0,0,0,0,0,3,8,5,4.713333333,1.617777778,3,10.73,31.56,20.83,20.34426667,7.650357333,10.73,0,0,0,0,0,0,0,2.1106628,2.1106628,0.703554267,0.938072356,0,166,229,63,206.3666667,28.06533333,166
FeNb0.86Zr0.14Sb,400,9.644,Fe1 Nb0.86 Zr0.14 Sb1,26,51,25,39.28666667,8.857777778,26,44,85,41,62.19333333,15.20444444,55,55.845,121.76,65.915,90.09194893,22.83129929,55.845,903.78,2750,1846.22,1792.566667,592.5244444,903.78,4,15,11,9.286666667,3.808888889,8,4,5,1,4.666666667,0.444444444,4,132,175,43,145.5133333,13.35111111,132,1.33,2.05,0.72,1.814066667,0.167911111,1.83,1,2,1,1.713333333,0.408977778,2,0,3,3,1,1.333333333,0,2,10,8,6.573333333,2.284444444,6,0,0,0,0,0,0,4,15,11,9.286666667,3.808888889,8,0,1,1,0.286666667,0.408977778,0,0,3,3,1,1.333333333,0,0,8,8,3.426666667,2.284444444,0,0,0,0,0,0,0,3,8,5,4.713333333,1.617777778,3,10.73,31.56,20.83,20.3907,7.707934667,10.73,0,0,0,0,0,0,0,2.1106628,2.1106628,0.703554267,0.938072356,0,166,229,63,206.3666667,28.06533333,166
FeNb0.9Hf0.1Sb,400,7.862,Fe1 Nb0.9 Hf0.1 Sb1,26,72,46,40.36666667,9.577777778,26,45,85,40,62.26666667,15.15555556,55,55.845,178.49,122.645,93.02324733,24.85561862,55.845,903.78,2750,1846.22,1813.46,608.0933333,903.78,4,15,11,9.3,3.8,8,4,6,2,4.7,0.466666667,4,132,175,43,145.3666667,13.15555556,132,1.3,2.05,0.75,1.816666667,0.164444444,1.83,1,2,1,1.7,0.42,2,0,3,3,1,1.333333333,0,2,10,8,6.6,2.266666667,6,0,14,14,0.466666667,0.902222222,0,5,18,13,9.766666667,4.037777778,8,0,1,1,0.3,0.42,0,0,3,3,1,1.333333333,0,0,8,8,3.4,2.266666667,0,0,0,0,0,0,0,3,8,5,4.7,1.6,3,10.73,31.56,20.83,20.29066667,7.640177778,10.73,0,0,0,0,0,0,0,2.1106628,2.1106628,0.703554267,0.938072356,0,166,229,63,206.8333333,28.07777778,166
Cu2Sn0.8Zn0.2S3,400,2.258,Cu2 Sn0.8 Zn0.2 S3,16,50,34,25.33333333,9.333333333,16,64,88,24,78.3,10.15333333,88,32.065,118.71,86.645,55.22183333,23.15683333,32.065,388.36,1357.77,969.41,737.2033333,413.7111111,388.36,11,16,5,13.93333333,2.084444444,16,3,5,2,3.633333333,0.633333333,3,105,139,34,119.1,14.1,105,1.65,2.58,0.93,2.239666667,0.340333333,2.58,1,2,1,1.666666667,0.444444444,2,0,4,4,2.266666667,1.733333333,4,0,10,10,5,5,0,0,0,0,0,0,0,6,14,8,8.933333333,2.933333333,6,0,1,1,0.333333333,0.444444444,0,0,4,4,1.533333333,1.124444444,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,1.866666667,0.702222222,2,11.07,33.285,22.215,21.48677083,7.446298611,25.786875,0,2.202,2.202,1.101,1.101,2.202,0,0,0,0,0,0,70,225,155,135.2666667,65.26666667,70
Cu2Sn0.95Zn0.05S3,700,0.492,Cu2 Sn0.95 Zn0.05 S3,16,50,34,25.83333333,9.833333333,16,64,88,24,78.575,9.87625,88,32.065,118.71,86.645,56.55508333,24.49008333,32.065,388.36,1357.77,969.41,732.5133333,416.8377778,388.36,11,16,5,13.98333333,2.021944444,16,3,5,2,3.658333333,0.658333333,3,105,139,34,119.525,14.525,105,1.65,2.58,0.93,2.247416667,0.332583333,2.58,1,2,1,1.666666667,0.444444444,2,0,4,4,2.316666667,1.683333333,4,0,10,10,5,5,0,0,0,0,0,0,0,6,14,8,8.983333333,2.983333333,6,0,1,1,0.333333333,0.444444444,0,0,4,4,1.633333333,1.116111111,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,1.966666667,0.677222222,2,11.07,33.285,22.215,21.96989583,7.400095486,25.786875,0,2.202,2.202,1.101,1.101,2.202,0,0,0,0,0,0,70,225,155,133.9416667,63.94166667,70
Cu2SnS3,700,0.792,Cu2 Sn1 S3,16,50,34,26,10,16,64,88,24,78.66666667,9.777777778,88,32.065,118.71,86.645,56.9995,24.9345,32.065,388.36,1357.77,969.41,730.95,417.88,388.36,11,16,5,14,2,16,3,5,2,3.666666667,0.666666667,3,105,139,34,119.6666667,14.66666667,105,1.9,2.58,0.68,2.25,0.33,2.58,1,2,1,1.666666667,0.444444444,2,0,4,4,2.333333333,1.666666667,4,0,10,10,5,5,0,0,0,0,0,0,0,6,14,8,9,3,6,0,1,1,0.333333333,0.444444444,0,0,4,4,1.666666667,1.111111111,2,0,0,0,0,0,0,0,0,0,0,0,0,1,4,3,2,0.666666667,2,11.07,33.285,22.215,22.1309375,7.373958333,25.786875,0,2.202,2.202,1.101,1.101,2.202,0,0,0,0,0,0,70,225,155,133.5,63.5,70
Eu(Zn0.5Cd0.5)2Sb2,300,1.595,Eu1 Zn1 Cd1 Sb2,30,63,33,48.6,7.68,51,25,85,60,66.8,16.72,85,65.38,151.964,86.584,114.655,20.6076,121.76,594.22,1095,500.78,837.892,155.5536,903.78,3,15,12,11.4,3.36,15,4,6,2,5,0.4,5,122,198,76,148.4,19.84,139,1.185,2.05,0.865,1.725,0.26,2.05,2,2,0,2,0,2,0,3,3,1.2,1.44,3,0,10,10,8,3.2,10,0,7,7,1.4,2.24,0,9,15,6,12.6,1.92,15,0,0,0,0,0,0,0,3,3,1.2,1.44,3,0,0,0,0,0,0,0,7,7,1.4,2.24,0,0,7,7,2.6,2.08,3,13.96,36.46,22.5,26.607,7.9036,31.56,0,0,0,0,0,0,0,0,0,0,0,0,166,229,63,189.8,19.04,166
Eu(Zn0.5Cd0.5)2Sb2,400,1.3,Eu1 Zn1 Cd1 Sb2,30,63,33,48.6,7.68,51,25,85,60,66.8,16.72,85,65.38,151.964,86.584,114.655,20.6076,121.76,594.22,1095,500.78,837.892,155.5536,903.78,3,15,12,11.4,3.36,15,4,6,2,5,0.4,5,122,198,76,148.4,19.84,139,1.185,2.05,0.865,1.725,0.26,2.05,2,2,0,2,0,2,0,3,3,1.2,1.44,3,0,10,10,8,3.2,10,0,7,7,1.4,2.24,0,9,15,6,12.6,1.92,15,0,0,0,0,0,0,0,3,3,1.2,1.44,3,0,0,0,0,0,0,0,7,7,1.4,2.24,0,0,7,7,2.6,2.08,3,13.96,36.46,22.5,26.607,7.9036,31.56,0,0,0,0,0,0,0,0,0,0,0,0,166,229,63,189.8,19.04,166
Eu(Zn0.5Cd0.5)2Sb2,600,1,Eu1 Zn1 Cd1 Sb2,30,63,33,48.6,7.68,51,25,85,60,66.8,16.72,85,65.38,151.964,86.584,114.655,20.6076,121.76,594.22,1095,500.78,837.892,155.5536,903.78,3,15,12,11.4,3.36,15,4,6,2,5,0.4,5,122,198,76,148.4,19.84,139,1.185,2.05,0.865,1.725,0.26,2.05,2,2,0,2,0,2,0,3,3,1.2,1.44,3,0,10,10,8,3.2,10,0,7,7,1.4,2.24,0,9,15,6,12.6,1.92,15,0,0,0,0,0,0,0,3,3,1.2,1.44,3,0,0,0,0,0,0,0,7,7,1.4,2.24,0,0,7,7,2.6,2.08,3,13.96,36.46,22.5,26.607,7.9036,31.56,0,0,0,0,0,0,0,0,0,0,0,0,166,229,63,189.8,19.04,166
EuCd2Sb2,400,1.08,Eu1 Cd2 Sb2,48,63,15,52.2,4.32,48,25,85,60,67,16.8,70,112.411,151.964,39.553,124.0612,11.16112,112.411,594.22,1095,500.78,818.2,179.184,594.22,3,15,12,11.4,3.36,12,5,6,1,5.2,0.32,5,139,198,59,152.8,18.08,139,1.185,2.05,0.865,1.733,0.2536,1.69,2,2,0,2,0,2,0,3,3,1.2,1.44,0,0,10,10,8,3.2,10,0,7,7,1.4,2.24,0,9,15,6,12.6,1.92,12,0,0,0,0,0,0,0,3,3,1.2,1.44,0,0,0,0,0,0,0,0,7,7,1.4,2.24,0,0,7,7,2.6,2.08,0,19.495,36.46,16.965,27.714,6.5752,19.495,0,0,0,0,0,0,0,0,0,0,0,0,166,229,63,189.8,19.04,166
(PbTe)0.05(Ag2Te)0.95,600,0.441,Pb0.05 Te1 Ag1.9,47,82,35,49.28813559,2.9474289,47,65,90,25,73.74576271,11.26572824,65,107.8682,207.2,99.3318,116.2405356,10.78470348,107.8682,600.61,1234.93,634.32,1050.527966,237.5348233,1234.93,11,16,5,12.74576271,2.248779086,11,5,6,1,5.016949153,0.033323758,5,138,146,8,142.6440678,3.14852054,145,1.93,2.33,0.4,1.99440678,0.082964665,1.93,1,2,1,1.355932203,0.45848894,1,0,4,4,1.389830508,1.790290147,0,10,10,0,10,0,10,0,14,14,0.237288136,0.466532606,0,11,28,17,12.98305085,2.55443838,11,0,1,1,0.644067797,0.45848894,1,0,4,4,0.745762712,0.960643493,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,3,1.389830508,0.502154553,1,16.33,34.76333333,18.43333333,22.77824859,8.30621852,16.33,0,0.464,0.464,0.157288136,0.207940247,0,0,0,0,0,0,0,152,225,73,200.2542373,32.71473714,225
(PbTe)0.1(Ag2Te)0.9,600,0.515,Pb0.1 Te1 Ag1.8,47,82,35,49.93103448,3.638525565,47,65,90,25,74.17241379,11.38644471,65,107.8682,207.2,99.3318,118.0975034,12.69844566,107.8682,600.61,1234.93,634.32,1036.412069,246.4360523,1234.93,11,16,5,12.82758621,2.268727705,11,5,6,1,5.034482759,0.066587396,5,138,146,8,142.6206897,3.186682521,145,1.93,2.33,0.4,2.002413793,0.089892985,1.93,1,2,1,1.379310345,0.470868014,1,0,4,4,1.448275862,1.797859691,0,10,10,0,10,1.78E-15,10,0,14,14,0.482758621,0.932223543,0,11,28,17,13.31034483,2.868014269,11,0,1,1,0.620689655,0.470868014,1,0,4,4,0.827586207,1.027348395,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,3,1.448275862,0.55648038,1,16.33,34.76333333,18.43333333,23.09252874,8.394863258,16.33,0,0.464,0.464,0.16,0.209655172,0,0,0,0,0,0,0,152,225,73,199.8275862,32.98454221,225
(PbTe)0.15(Ag2Te)0.85,600,0.493,Pb0.15 Te1 Ag1.7,47,82,35,50.59649123,4.290550939,47,65,90,25,74.61403509,11.46937519,65,107.8682,207.2,99.3318,120.0196281,14.4964405,107.8682,600.61,1234.93,634.32,1021.800877,254.2593044,1234.93,11,16,5,12.9122807,2.281317328,11,5,6,1,5.052631579,0.099722992,5,138,146,8,142.5964912,3.225607879,145,1.93,2.33,0.4,2.010701754,0.096275777,1.93,1,2,1,1.403508772,0.481378886,1,0,4,4,1.50877193,1.799938443,0,10,10,0,10,1.78E-15,10,0,14,14,0.736842105,1.396121884,0,11,28,17,13.64912281,3.160357033,11,0,1,1,0.596491228,0.481378886,1,0,4,4,0.912280702,1.088334872,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,3,1.50877193,0.606955986,1,16.33,34.76333333,18.43333333,23.41783626,8.455664307,16.33,0,0.464,0.464,0.162807018,0.211363496,0,0,0,0,0,0,0,152,225,73,199.3859649,33.25330871,225
Ag2Te,500,0.576,Ag2 Te1,47,52,5,48.66666667,2.222222222,47,65,90,25,73.33333333,11.11111111,65,107.8682,127.6,19.7318,114.4454667,8.769688889,107.8682,722.66,1234.93,512.27,1064.173333,227.6755556,1234.93,11,16,5,12.66666667,2.222222222,11,5,5,0,5,0,5,138,145,7,142.6666667,3.111111111,145,1.93,2.1,0.17,1.986666667,0.075555556,1.93,1,2,1,1.333333333,0.444444444,1,0,4,4,1.333333333,1.777777778,0,10,10,0,10,0,10,0,0,0,0,0,0,11,16,5,12.66666667,2.222222222,11,0,1,1,0.666666667,0.444444444,1,0,2,2,0.666666667,0.888888889,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1.333333333,0.444444444,1,16.33,34.76333333,18.43333333,22.47444444,8.192592593,16.33,0,0.464,0.464,0.154666667,0.206222222,0,0,0,0,0,0,0,152,225,73,200.6666667,32.44444444,225
BiCuSeO,800,0.48,Bi1 Cu1 Se1 O1,8,83,75,38.5,22.25,8,64,89,25,81.5,8.75,64,15.9994,208.9804,192.981,91.87145,58.554475,15.9994,54.8,1357.77,1302.97,612.7425,372.51375,54.8,11,16,5,14.5,1.75,11,2,6,4,4,1,2,66,148,82,116.5,25.25,66,1.9,3.44,1.54,2.4775,0.5175,1.9,1,2,1,1.75,0.375,1,0,4,4,2.75,1.375,0,0,10,10,7.5,3.75,0,0,14,14,3.5,5.25,0,6,29,23,15.5,7,6,0,1,1,0.25,0.375,0,0,3,3,1.75,0.875,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,2,0.5,1,9.105,32.95,23.845,19.76125,9.67375,9.105,0,0.799,0.799,0.19975,0.299625,0,0,0,0,0,0,0,12,225,213,65.75,79.625,12
Hf0.7Ti0.3CoSb0.8Sn0.2,600,2.83,Hf0.7 Ti0.3 Co1 Sb0.8 Sn0.2,22,72,50,44.93333333,16.54222222,27,43,85,42,62.13333333,14.57777778,58,47.867,178.49,130.623,106.4620983,43.40495522,58.933195,505.08,2506,2000.92,1642.846667,545.8711111,1768,4,15,11,9.266666667,3.688888889,9,4,6,2,4.8,0.693333333,4,126,175,49,145.1666667,16.88888889,126,1.3,2.05,0.75,1.761333333,0.259555556,1.88,2,2,0,2,0,2,0,3,3,0.933333333,1.244444444,0,2,10,8,6.333333333,2.888888889,7,0,14,14,3.266666667,5.008888889,0,4,18,14,12.53333333,4.062222222,9,0,0,0,0,0,0,0,4,4,1.066666667,1.422222222,0,0,8,8,3.666666667,2.888888889,3,0,0,0,0,0,0,3,8,5,4.733333333,2.177777778,3,10.245,33.285,23.04,20.899,7.944466667,10.245,0,0,0,0,0,0,0,1.5484712,1.5484712,0.51615932,0.68820792,1.5484712,141,194,53,183,14.66666667,194
Hf0.8Ti0.2CoSb0.8Sn0.2,600,2.8,Hf0.8 Ti0.2 Co1 Sb0.8 Sn0.2,22,72,50,46.6,16.34666667,27,43,85,42,62.2,14.53333333,58,47.867,178.49,130.623,110.8161983,42.98189533,58.933195,505.08,2506,2000.92,1661.68,558.4266667,1768,4,15,11,9.266666667,3.688888889,9,4,6,2,4.866666667,0.693333333,4,126,175,49,145.6666667,17.55555556,126,1.3,2.05,0.75,1.753333333,0.270222222,1.88,2,2,0,2,0,2,0,3,3,0.933333333,1.244444444,0,2,10,8,6.333333333,2.888888889,7,0,14,14,3.733333333,5.475555556,0,4,18,14,13,3.866666667,9,0,0,0,0,0,0,0,4,4,1.066666667,1.422222222,0,0,8,8,3.666666667,2.888888889,3,0,0,0,0,0,0,3,8,5,4.733333333,2.177777778,3,10.245,33.285,23.04,21.08266667,7.8108,10.245,0,0,0,0,0,0,0,1.5484712,1.5484712,0.516158569,0.688208421,1.5484712,141,194,53,183,14.66666667,194
Hf0.9Ti0.1CoSb0.8Sn0.2,600,3.353,Hf0.9 Ti0.1 Co1 Sb0.8 Sn0.2,22,72,50,48.26666667,15.92888889,27,43,85,42,62.26666667,14.48888889,58,47.867,178.49,130.623,115.1702983,41.97828878,58.933195,505.08,2506,2000.92,1680.513333,570.9822222,1768,4,15,11,9.266666667,3.688888889,9,4,6,2,4.933333333,0.684444444,4,126,175,49,146.1666667,18.22222222,126,1.3,2.05,0.75,1.745333333,0.280888889,1.88,2,2,0,2,0,2,0,3,3,0.933333333,1.244444444,0,2,10,8,6.333333333,2.888888889,7,0,14,14,4.2,5.88,0,4,18,14,13.46666667,3.608888889,9,0,0,0,0,0,0,0,4,4,1.066666667,1.422222222,0,0,8,8,3.666666667,2.888888889,3,0,0,0,0,0,0,3,8,5,4.733333333,2.177777778,3,10.245,33.285,23.04,21.26633333,7.652644444,10.245,0,0,0,0,0,0,0,1.5484712,1.5484712,0.516157818,0.688208921,1.5484712,141,194,53,183,14.66666667,194
Ca3Al0.98Zn0.02Sb3,400,1.103,Ca3 Al0.98 Zn0.02 Sb3,13,51,38,32.33428571,15.99918367,20,7,85,78,49.84571429,36.72489796,7,26.9815386,121.76,94.7784614,73.32335826,41.51712149,40.078,692.68,1115,422.32,997.8563143,100.4088735,903.78,2,15,13,9.14,6.12,2,3,5,2,4.288571429,0.609795918,4,121,176,55,152.2885714,20.32408163,139,1,2.05,1.05,1.537257143,0.460506122,1,2,2,0,2,0,2,0,3,3,1.425714286,1.349387755,0,0,10,10,4.314285714,4.905959184,0,0,0,0,0,0,0,2,15,13,7.74,6.2472,2,0,0,0,0,0,0,0,5,5,1.985714286,1.713387755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,1.985714286,1.713387755,0,13.96,37.77,23.81,32.05994286,4.894334694,31.56,0,0,0,0,0,0,0,0,0,0,0,0,166,225,59,199.6257143,28.85418776,166
Ca3AlSb3,400,0.988,Ca3 Al1 Sb3,13,51,38,32.28571429,16.04081633,20,7,85,78,49.85714286,36.73469388,7,26.9815386,121.76,94.7784614,73.21364837,41.61115854,40.078,903.78,1115,211.22,998.5442857,99.81918367,903.78,2,15,13,9.142857143,6.12244898,2,3,5,2,4.285714286,0.612244898,4,121,176,55,152.2857143,20.32653061,139,1,2.05,1.05,1.537142857,0.460408163,1,2,2,0,2,0,2,0,3,3,1.428571429,1.346938776,0,0,10,10,4.285714286,4.897959184,0,0,0,0,0,0,0,2,15,13,7.714285714,6.244897959,2,0,0,0,0,0,0,0,5,5,2,1.714285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,2,1.714285714,0,16.48,37.77,21.29,32.06714286,4.888163265,31.56,0,0,0,0,0,0,0,0,0,0,0,0,166,225,59,199.7142857,28.89795918,166
Ca5In1.95Zn0.05Sb6,600,0.91,Ca5 In1.95 Zn0.05 Sb6,20,51,31,38.69615385,14.4485503,51,7,85,78,53.43846154,35.72189349,85,40.078,121.76,81.682,89.0857,37.88058231,121.76,429.75,1115,685.25,913.1020385,155.3061243,903.78,2,15,13,9.688461538,5.914201183,15,4,5,1,4.611538462,0.475118343,5,122,176,54,153.6153846,17.21893491,139,1,2.05,1.05,1.604115385,0.464704142,2.05,2,2,0,2,0,2,0,3,3,1.534615385,1.352662722,3,0,10,10,6.153846154,4.733727811,10,0,0,0,0,0,0,2,15,13,9.688461538,5.914201183,15,0,0,0,0,0,0,0,5,5,2.134615385,1.658431953,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,2.134615385,1.658431953,3,13.96,37.77,23.81,32.78576923,3.834023669,31.56,0,0,0,0,0,0,0,0,0,0,0,0,139,225,86,184.75,31.03269231,166
Ca5In2Sb6,500,0.75,Ca5 In2 Sb6,20,51,31,38.76923077,14.43786982,51,7,85,78,53.46153846,35.73964497,85,40.078,121.76,81.682,89.27584615,37.84449704,121.76,429.75,1115,685.25,912.0907692,156.0840237,903.78,2,15,13,9.692307692,5.917159763,15,4,5,1,4.615384615,0.473372781,5,139,176,37,153.6923077,17.15976331,139,1,2.05,1.05,1.604615385,0.465088757,2.05,2,2,0,2,0,2,0,3,3,1.538461538,1.349112426,3,0,10,10,6.153846154,4.733727811,10,0,0,0,0,0,0,2,15,13,9.692307692,5.917159763,15,0,0,0,0,0,0,0,5,5,2.153846154,1.656804734,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,2.153846154,1.656804734,3,24.26,37.77,13.51,32.82538462,3.803550296,31.56,0,0,0,0,0,0,0,0,0,0,0,0,139,225,86,184.5384615,31.12426036,166
